n,Full Text,Score,Very.Pos,Very.Neg,Cleaned Text,Emotion,Polarity
6886,@HSBC_UK_Help over month going to branch to register mothers power of attorney..still nothing received. Shocking service at difficult time<ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>,-2,0,1, over month going to branch to register mothers power of attorneystill nothing received shocking service at difficult timeedu00a0u00bdedu00b8u00a1,unknown,negative
6887,"@HSBC_UK_Help Hi. Is 08000304909 an HSBC phne number? If so, what department is it?",0,0,0, hi is 08000304909 an hsbc phne number if so what department is it,unknown,positive
6888,@HSBC_UK_Help so angry at how little HSBC respect there customers. We need our money to survive each day &amp; there is little urgency with them,0,0,0, so angry at how little hsbc respect there customers we need our money to survive each day amp there is little urgency with them,anger,negative
6889,@HSBC_UK_Help I've sent it again,0,0,0, ive sent it again,unknown,positive
6890,@HSBC_UK_Help thanks. i use Dewsbury Branch but could this not be implemented nationally?,0,0,0, thanks i use dewsbury branch but could this not be implemented nationally,unknown,positive
6891,@HSBC_UK_Help I sent the email yesterday but I haven't received a reply,0,0,0, i sent the email yesterday but i havent received a reply,unknown,positive
6892,@HSBC_UK_Help i will check now,0,0,0, i will check now,unknown,positive
6893,2m living with sightloss #UK @HSBC_UK_Help how feasible would it be to offer large fonts on your express banking machines? #infoicanaccess,1,0,0,2m living with sightloss uk  how feasible would it be to offer large fonts on your express banking machines infoicanaccess,unknown,positive
6894,@HSBC_UK_Help I'll do it later.,0,0,0, ill do it later,unknown,negative
6895,@HSBC_UK_Help Has the issue been resolved ? Will HSBC break the rules an use first class post rather than wait 11 days for a letter ?,-2,0,1, has the issue been resolved  will hsbc break the rules an use first class post rather than wait 11 days for a letter ,unknown,positive
6896,@HSBC_UK_Help with out a voice mail i cant call you back as its a with held number ! You also have my email address this is now a joke,-1,0,0, with out a voice mail i cant call you back as its a with held number  you also have my email address this is now a joke,unknown,neutral
6897,@HSBC_UK_Help word to the wise NEVER open an account with HSBC unless you want your money held to ransom #poorservice,1,0,0, word to the wise never open an account with hsbc unless you want your money held to ransom poorservice,unknown,positive
6898,@HSBC_UK_Help its so not good enough to lose important documents and leave me in limbo,2,1,0, its so not good enough to lose important documents and leave me in limbo,joy,neutral
6899,@HSBC_UK_Help hi - news about my missing pension papers that were hand delivered to Reading would be good,1,0,0, hi  news about my missing pension papers that were hand delivered to reading would be good,joy,positive
6900,"@HSBC_UK_Help I logged in, it asked me to update my card, put all correct details in, app said there was an error.",0,0,0, i logged in it asked me to update my card put all correct details in app said there was an error,unknown,neutral
6901,@HSBC_UK_Help updated all the details and got an error that I've exceeded verification attempts.,0,0,0, updated all the details and got an error that ive exceeded verification attempts,unknown,negative
6902,"@HSBC_UK_Help new card now can't use fast balance app. Thanks for that. You should take a leaf out of Natwest's book, their app just works!",2,1,0, new card now cant use fast balance app thanks for that you should take a leaf out of natwests book their app just works,unknown,positive
6903,@HSBC_UK_Help Want assistance concerning legalities surrounding getting patents #patentlaw http://t.co/l89TAx0uNR,0,0,0, want assistance concerning legalities surrounding getting patents patentlaw ,unknown,positive
6904,"@HSBC_UK_Help :Kindly retweet this amazing Google-patent pending lock screen app :https://t.co/rlWN052VWq

Video :https://t.co/HuLrWLGTGh",2,1,0," kindly retweet this amazing googlepatent pending lock screen app 

video ",joy,positive
6905,@HSBC_UK_Help day as just begun. Scumbags,0,0,0, day as just begun scumbags,unknown,positive
6906,RT @HSBC_UK_Help: Over 40% of customers who’ve had our overdraft texts have avoided charges by acting in time http://t.co/pWI357H8W3 http:/…,0,0,0, over 40 of customers who’ve had our overdraft texts have avoided charges by acting in time  http…,unknown,positive
6907,@HSBC_UK_Help I did yes thank you for the tip,1,0,0, i did yes thank you for the tip,unknown,positive
6908,"@HSBC_UK_Help it was web on mobile not app, I figured out it was my blocked cookies setting, unsure how safe your cookies for banking ?",0,0,0, it was web on mobile not app i figured out it was my blocked cookies setting unsure how safe your cookies for banking ,fear,neutral
6909,@HSBC_UK_Help Email send so hopefully she will get a response within the next few days :),0,0,0, email send so hopefully she will get a response within the next few days ,sadness,neutral
6910,"@HSBC_UK_Help the online banking mobile site hasn't let me log in for weeks, keeps reverting back to 1st screen &amp; won't switch to Dtop view?",0,0,0, the online banking mobile site hasnt let me log in for weeks keeps reverting back to 1st screen amp wont switch to dtop view,unknown,positive
6911,@HSBC_UK_Help Do you have a contact email for my deaf mum to use to ask some questions regarding mortgages?,-1,0,0, do you have a contact email for my deaf mum to use to ask some questions regarding mortgages,unknown,negative
6912,@EverBankHelp  anything else exciting coming?,1,0,0,  anything else exciting coming,joy,positive
6913,"@askrbc and @RBC As a small business owner, I feel cheated by your online banking. Why can't I search past transactions older than 3 mths?",-1,0,0, and  as a small business owner i feel cheated by your online banking why cant i search past transactions older than 3 mths,unknown,positive
6914,@AskRBC so shortly to you means 3+ days.. I have sadly still not received a response... Why am I still dealing with rbc? @TD_Canada,-1,0,0, so shortly to you means 3 days i have sadly still not received a response why am i still dealing with rbc ,sadness,negative
6915,@AskRBC thank you <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>,1,0,0, thank you edu00a0u00bdedu00b8u008a,unknown,positive
6916,@AskRBC Done &amp; Done!,0,0,0, done amp done,unknown,positive
6917,"RT @AskRBC: @TRSPerkins You earned it, hope you all enjoy it! Don't let the walkers getcha! ;) ^DH",1,0,0, you earned it hope you all enjoy it dont let the walkers getcha  dh,joy,positive
6918,"@AskRBC Please check my previous RT, seems like we had this conversation 6 months ago, and its nice to know we've had progress since :\",3,1,0, please check my previous rt seems like we had this conversation 6 months ago and its nice to know weve had progress since ,joy,positive
6919,RT @AskRBC: @superkeeps Thx 4 ur feedback; we'll make sure to pass it along to the branch &amp; head office. Were u able to get ur banking take…,1,0,0, thx 4 ur feedback well make sure to pass it along to the branch amp head office were u able to get ur banking take…,sadness,positive
6920,@AskRBC let's start: USD dep @rbc cambie-brdwy in YVR: 15 mins. @cibc branch cambie-brdwy for dep: 1 minute. Start there? #NoValue,0,0,0, lets start usd dep  cambiebrdwy in yvr 15 mins  branch cambiebrdwy for dep 1 minute start there novalue,unknown,positive
6921,"@AskRBC question for you guys,  how long does a payment take to go through,  if done online?",0,0,0, question for you guys  how long does a payment take to go through  if done online,unknown,negative
6922,@AskRBC @AskRBC That number is on the mobile site for the current promo.,0,0,0,  that number is on the mobile site for the current promo,unknown,positive
6923,@AskRBC called 1-866-485-2597 to book an appointment but it tells me the $50 visa gc promo is over in 5+ languages. It expires Feb 2. ??????,0,0,0, called 18664852597 to book an appointment but it tells me the 50 visa gc promo is over in 5 languages it expires feb 2 ,unknown,positive
6924,RT @JohnnyJesus: . will @AskRBC be paying to lawyer up  @AmandaLang_CBC ? Or will our tax dollars do that? #askrbc,0,0,0,  will  be paying to lawyer up    or will our tax dollars do that askrbc,unknown,neutral
6925,RT @JohnnyJesus: . will @AskRBC be paying to lawyer up  @AmandaLang_CBC ? Or will our tax dollars do that? #askrbc,0,0,0,  will  be paying to lawyer up    or will our tax dollars do that askrbc,unknown,neutral
6926,RT @JohnnyJesus: . will @AskRBC be paying to lawyer up  @AmandaLang_CBC ? Or will our tax dollars do that? #askrbc,0,0,0,  will  be paying to lawyer up    or will our tax dollars do that askrbc,unknown,neutral
6927,@AskRBC awesome! Sandy was a huge help to me this morning <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,1,0,0, awesome sandy was a huge help to me this morning edu00a0u00bdedu00b8u008d,unknown,positive
6928,@AskRBC any idea when mobile photo check deposit will be available?,1,0,0, any idea when mobile photo check deposit will be available,unknown,positive
6929,@AskRBC @dacrumster Can't figure out what's so complicated.  RBC USA has had it for years now so has other banks . RBC way behind on that 1.,-1,0,0,  cant figure out whats so complicated  rbc usa has had it for years now so has other banks  rbc way behind on that 1,unknown,negative
6930,"@AskRBC does RBC sponsor National Sporting agencies outside of Hockey Canada like Canada Basketball, Soccer Canada?",1,0,0, does rbc sponsor national sporting agencies outside of hockey canada like canada basketball soccer canada,joy,negative
6931,RT @FuriousPete: Im done with banking at @AskRBC @RBC @RBC_Canada. All I get is attitude non stop. Moving my business and personal to anoth…,0,0,0, im done with banking at    all i get is attitude non stop moving my business and personal to anoth…,surprise,neutral
6932,RT @FuriousPete: Im done with banking at @AskRBC @RBC @RBC_Canada. All I get is attitude non stop. Moving my business and personal to anoth…,0,0,0, im done with banking at    all i get is attitude non stop moving my business and personal to anoth…,surprise,neutral
6933,Im done with banking at @AskRBC @RBC @RBC_Canada. All I get is attitude non stop. Moving my business and personal to another bank. Done!,0,0,0,im done with banking at    all i get is attitude non stop moving my business and personal to another bank done,surprise,neutral
6934,@FuriousPete @AskRBC @RBC @RBC_Canada I take it you're furious pete,-1,0,0,    i take it youre furious pete,anger,negative
6935,"@AskRBC Yup, it's all good Now. First time seeing that, and you guys normally warn of site issues. Had me worried there. Thanks",-1,0,0, yup its all good now first time seeing that and you guys normally warn of site issues had me worried there thanks,joy,negative
6936,@AskRBC good to know!! Thank you! :),2,1,0, good to know thank you ,joy,positive
6937,"RT @EdInch28: @Lanietwo @AskRBC say it how it is. RBC seems to be to be operating in 1998. Account problem, call about it, tries to sell cr…",-1,0,0, say it how it is rbc seems to be to be operating in 1998 account problem call about it tries to sell cr…,unknown,negative
6938,"@Lanietwo @AskRBC say it how it is. RBC seems to be to be operating in 1998. Account problem, call about it, tries to sell credit card",-1,0,0,  say it how it is rbc seems to be to be operating in 1998 account problem call about it tries to sell credit card,unknown,negative
6939,@AskRBC the Bahamas,0,0,0, the bahamas,unknown,positive
6940,@AskRBC Kudos to the staff in small communities like Kincardine where they have been short-staffed all week due to road closures!,2,1,0, kudos to the staff in small communities like kincardine where they have been shortstaffed all week due to road closures,joy,neutral
6941,Once again I received some great customer service from @AskRBC Wow talk about personalized service! Thank you.,4,1,0,once again i received some great customer service from  wow talk about personalized service thank you,joy,positive
6942,"@AskRBC hi, after speaking with you, I feel being took cared, it's not very hard to impress people.",0,0,0, hi after speaking with you i feel being took cared its not very hard to impress people,joy,neutral
6943,RT @EdInch28: @AskRBC no I'm just gonna close it once i get all set up at TD. Also your online interface is horrible. It's not 2004 anymore.,-1,0,0, no im just gonna close it once i get all set up at td also your online interface is horrible its not 2004 anymore,fear,negative
6944,@AskRBC I have 2 savings and 1 checking account.,1,0,0, i have 2 savings and 1 checking account,unknown,negative
6945,@AskRBC How do I remove someone from my account? Do I have to do it in person in the bank? Thanks :),0,0,0, how do i remove someone from my account do i have to do it in person in the bank thanks ,unknown,negative
6946,@AskRBC why can't the iOS app have the option to turn on location services ONLY when in use? It's either never or always. So never it is.,0,0,0, why cant the ios app have the option to turn on location services only when in use its either never or always so never it is,disgust,positive
6947,"@AskRBC I deposited a cheque few days ago, it was returned today. reason for return domicile required, what does it mean",0,0,0, i deposited a cheque few days ago it was returned today reason for return domicile required what does it mean,unknown,negative
6948,@AskRBC Appreciate the responce. Love the service I get. The closest one is still indeed 20 minutes away. There isn't much where I live.,2,1,0, appreciate the responce love the service i get the closest one is still indeed 20 minutes away there isnt much where i live,joy,positive
6949,@AskRBC you bet - Daniel at Transit 131 - fantastic - super helpful and a great sense of humour.  Thanks!,5,1,0, you bet  daniel at transit 131  fantastic  super helpful and a great sense of humour  thanks,joy,positive
6950,@AskRBC DM'ed you. Thank you...,1,0,0, dmed you thank you,unknown,positive
6951,"I'm small-fry, @AskRBC, and I get the impression if I was a suit with loads of money, it'd be different. I'm going to a ppl-friendly bank.",0,0,0,im smallfry  and i get the impression if i was a suit with loads of money itd be different im going to a pplfriendly bank,sadness,negative
6952,"Tx @AskRBC, but too late. Your MTL  Rd location promised me 2.94% financing, took their time getting back to me, says rate not available.",2,1,0,tx  but too late your mtl  rd location promised me 294 financing took their time getting back to me says rate not available,unknown,positive
6953,What's the point of making an appt if I have to wait 30 mins to be seen? @AskRBC,0,0,0,whats the point of making an appt if i have to wait 30 mins to be seen ,unknown,positive
6954,@AskRBC That's what I had thought and hoped but not the case and have done so. My bank is saying they need to diapute with @RBC.,0,0,0, thats what i had thought and hoped but not the case and have done so my bank is saying they need to diapute with ,unknown,negative
6955,@AskRBC Taken out of my account. I went to my bank as I am not an @RBC customer and explained the situation. They said once the ATM was,0,0,0, taken out of my account i went to my bank as i am not an  customer and explained the situation they said once the atm was,unknown,negative
6956,"@AskRBC Spit out a receipt that said transaction canceled, your account will be adjusted. I logged into my online banking and the funds were",0,0,0, spit out a receipt that said transaction canceled your account will be adjusted i logged into my online banking and the funds were,unknown,neutral
6957,"@AskRBC Yes,I attempted to withdraw cash from one of your ATM's. The machine began pumping as though it was dispensing money then stopped",0,0,0, yesi attempted to withdraw cash from one of your atms the machine began pumping as though it was dispensing money then stopped,unknown,negative
6958,@AskRBC do you have a bb torch app,0,0,0, do you have a bb torch app,unknown,positive
6959,@AskRBC Sorry I don't have the number. Should I ask the next time they call?,-1,0,0, sorry i dont have the number should i ask the next time they call,sadness,negative
6960,"@AskRBC Do you have a ""no call list""? If so put me and my family on it.",0,0,0, do you have a no call list if so put me and my family on it,unknown,negative
6961,"RT @AskRBC: @Rileyhollenberg Hey there,  we noticed ur post &amp; wanted to let u know we appreciate ur feedback. It's been passed along to hea…",1,0,0, hey there  we noticed ur post amp wanted to let u know we appreciate ur feedback its been passed along to hea…,joy,positive
6962,"@AskRBC the only reason I opened the account was for the free iPad offer, also wasn't aware of Dec 1st date, surely this can't Disqualify me",1,0,0, the only reason i opened the account was for the free ipad offer also wasnt aware of dec 1st date surely this cant disqualify me,unknown,positive
6963,"@AskRBC signed up on Oct 31 &amp; set up direct deposit the following day, due to a problem on my company's end the 1st deposit was after dec 1",-1,0,0, signed up on oct 31 amp set up direct deposit the following day due to a problem on my companys end the 1st deposit was after dec 1,unknown,negative
6964,@AskRBC the number that has been calling my house is 18882142841,0,0,0, the number that has been calling my house is 18882142841,unknown,positive
6965,"@AskRBC but they are saving to go on the honeymoon! What a great gift idea, don't you think?",1,0,0, but they are saving to go on the honeymoon what a great gift idea dont you think,joy,positive
6966,@AskRBC thanks.,0,0,0, thanks,unknown,positive
6967,@AskRBC how do I transfer avian points to a friend as a wedding gift?,0,0,0, how do i transfer avian points to a friend as a wedding gift,joy,positive
6968,"@ScotiabankHelps Hi, do u charge fees if I transfer money from my paypal to my local scotiabank checking account?",0,0,0, hi do u charge fees if i transfer money from my paypal to my local scotiabank checking account,joy,negative
6969,"@ScotiabankHelps Hello, I have a question. Please respond when available. Thanks. How do i change my security question if i forget it?",1,0,0, hello i have a question please respond when available thanks how do i change my security question if i forget it,joy,negative
6970,"@ScotiabankHelps Hi, I would like to add a payee from Target RedCard Mastercard (RBC). What option can I add in my payee list?",1,0,0, hi i would like to add a payee from target redcard mastercard rbc what option can i add in my payee list,joy,neutral
6971,"@ScotiabankHelps Hello, I have a question. Please respond when available. Thanks.",1,0,0, hello i have a question please respond when available thanks,joy,neutral
6972,@ScotiabankHelps ok sounds fair i did find it rather disconcerting. Whom do I call,0,0,0, ok sounds fair i did find it rather disconcerting whom do i call,unknown,negative
6973,RT @ScotiabankHelps: @lifesaverswift That's great to hear! Hope you enjoy the free movies. ^HP,3,1,0, thats great to hear hope you enjoy the free movies hp,joy,positive
6974,@ScotiabankHelps You are amazing. Thanks so much for your help! Way better than calling Scotia Support :D,3,1,0, you are amazing thanks so much for your help way better than calling scotia support d,surprise,positive
6975,@ScotiabankHelps no Ii'm not going there I want to know I've been waiting for over half hour for answer,0,0,0, no iim not going there i want to know ive been waiting for over half hour for answer,unknown,positive
6976,@ScotiabankHelps Hello I'm waiting,0,0,0, hello im waiting,unknown,positive
6977,@ScotiabankHelps this was really just an appreciation tweet for the choice of music <ed><U+00A0><U+00BD><ed><U+00B9><U+0088>,0,0,0, this was really just an appreciation tweet for the choice of music edu00a0u00bdedu00b9u0088,unknown,positive
6978,@ScotiabankHelps As as I open up another bank account with another bank and change my address on all deposits im out of nova scotia bank,0,0,0, as as i open up another bank account with another bank and change my address on all deposits im out of nova scotia bank,unknown,negative
6979,@ScotiabankHelps HELLO,0,0,0, hello,unknown,positive
6980,@ScotiabankHelps why is my account froze im very upset going to close it soon,-2,0,1, why is my account froze im very upset going to close it soon,joy,negative
6981,@ScotiabankHelps please develop an app for Windows Phone.,0,0,0, please develop an app for windows phone,joy,positive
6982,@ScotiabankHelps awesome that would be something nice to have for sure.,2,1,0, awesome that would be something nice to have for sure,unknown,positive
6983,"@ScotiabankHelps I have a Scene Credit Card, not sure why this is happening though... http://t.co/XlcbAK3ZZD",0,0,0, i have a scene credit card not sure why this is happening though ,anger,positive
6984,@ScotiabankHelps Glad you didn't mind the funny with it!,0,0,0, glad you didnt mind the funny with it,joy,positive
6985,@ScotiabankHelps most are used from a telemarketing scheme and use known phone numbers listed on the internet.,0,0,0, most are used from a telemarketing scheme and use known phone numbers listed on the internet,unknown,negative
6986,@ScotiabankHelps any idea how long the mobile banking will be offline?,0,0,0, any idea how long the mobile banking will be offline,unknown,neutral
6987,@ScotiabankHelps Would be great if there was a 24hr line. It's really hard to connect with folks while travelling in asia.,0,0,0, would be great if there was a 24hr line its really hard to connect with folks while travelling in asia,joy,neutral
6988,"@ScotiabankHelps hello good morning, i would like to some question regarding for applying a loan.",2,1,0, hello good morning i would like to some question regarding for applying a loan,joy,neutral
6989,"@ScotiabankHelps Hello, I have a question. Please respond when available. Thanks.",1,0,0, hello i have a question please respond when available thanks,joy,neutral
6990,"@ScotiabankHelps Thanks so much for reaching out, it's appreciated. Within the year is a mighty big window though. Best of luck!",4,1,0, thanks so much for reaching out its appreciated within the year is a mighty big window though best of luck,joy,positive
6991,@ScotiabankHelps send me a DM?,0,0,0, send me a dm,unknown,positive
6992,@ScotiabankHelps thank you. I just need to go in because I have a check to cash and my bank card doesn't work in the machine. Thanks,2,1,0, thank you i just need to go in because i have a check to cash and my bank card doesnt work in the machine thanks,unknown,neutral
6993,@ScotiabankHelps Thanks! Do i need appt with Financial Advisor or can I walk in to teller?,0,0,0, thanks do i need appt with financial advisor or can i walk in to teller,joy,negative
6994,"@ScotiabankHelps 
hello, I'd like to pay a tuition fee using my scotia debit card(scene). What's the payment up limit each time?",0,0,0," 
hello id like to pay a tuition fee using my scotia debit cardscene whats the payment up limit each time",joy,negative
6995,@ScotiabankHelps I don't want calls about Scotiabank life insurance anymore. How do I make them stop??,0,0,0, i dont want calls about scotiabank life insurance anymore how do i make them stop,unknown,positive
6996,@ScotiabankHelps yes but what counts as opening? activating or being approved?,0,0,0, yes but what counts as opening activating or being approved,joy,positive
6997,@ScotiabankHelps Problem caused the branch (twice now) and no effort to resolve it. Who to contact about unorganized and unhelpful tellers?,-2,0,1, problem caused the branch twice now and no effort to resolve it who to contact about unorganized and unhelpful tellers,unknown,neutral
6998,"@ScotiabankHelps 
What is the transit number for the edmonton branch on Whyte ave and 105th,  also what is your institution number. Thanks!",0,0,0," 
what is the transit number for the edmonton branch on whyte ave and 105th  also what is your institution number thanks",unknown,positive
6999,@ScotiabankHelps Online issue: The user ID you entered is invalid. Error #AE1052-3. Tried both call rep n visit in branch but no help at all,-3,0,1, online issue the user id you entered is invalid error ae10523 tried both call rep n visit in branch but no help at all,unknown,negative
7000,@ScotiabankHelps thanks! The functionality is fine it just looks odd on my 6+ screen. ;),0,0,0, thanks the functionality is fine it just looks odd on my 6 screen ,unknown,neutral
7001,@ScotiabankHelps okay.I hope you can help me out.thank you.,0,0,0, okayi hope you can help me outthank you,unknown,positive
7002,"To the man at @SCENECard  who contacted me today to let me know my points are added, thank you. And thank you @ScotiabankHelps for helping.",3,1,0,to the man at   who contacted me today to let me know my points are added thank you and thank you  for helping,unknown,positive
7003,@ScotiabankHelps could you please explain the process and consequences of early resp withdrawal for non educational purposes.,0,0,0, could you please explain the process and consequences of early resp withdrawal for non educational purposes,joy,positive
7004,@ScotiabankHelps it makes me sick that I have to follow you for a resolution!,-1,0,0, it makes me sick that i have to follow you for a resolution,disgust,negative
7005,@TD_Canada thank you for being so convenient and friendly! @scotiabank @ScotiabankHelps could learn a lot from your great customer service!,4,1,0, thank you for being so convenient and friendly   could learn a lot from your great customer service,joy,positive
7006,@ScotiabankHelps DM is sent!,0,0,0, dm is sent,unknown,positive
7007,@ScotiabankHelps how are you going to help me if none of your branches in my area are not open past 6pm!!! I just want to change pay info!,0,0,0, how are you going to help me if none of your branches in my area are not open past 6pm i just want to change pay info,unknown,positive
7008,@ScotiabankHelps is there no way to talk to a human by phone?? Your comp. phone system is the worst customer service ive ever experienced,-1,0,0, is there no way to talk to a human by phone your comp phone system is the worst customer service ive ever experienced,unknown,negative
7009,Hard to believe whn a Customer get embarrassed 2 use their own money from@Scotiabank at need @ScotiabankHelps after http://t.co/ca3sgurEko,-1,0,0,hard to believe whn a customer get embarrassed 2 use their own money from at need  after ,sadness,negative
7010,"@ScotiabankHelps Hello, I have a question. Please respond when available. Thanks.",1,0,0, hello i have a question please respond when available thanks,joy,neutral
7011,"@ScotiabankHelps Thanks again, just thought I'd check :)",0,0,0, thanks again just thought id check ,unknown,positive
7012,@ScotiabankHelps Actually.... One more question :) Can you starts the credit card app over the phone?,0,0,0, actually one more question  can you starts the credit card app over the phone,unknown,negative
7013,@ScotiabankHelps Thank you!,1,0,0, thank you,unknown,positive
7014,@ScotiabankHelps Please answer my private message regarding an previous issue.,-1,0,0, please answer my private message regarding an previous issue,joy,positive
7015,@ScotiabankHelps what is DM? Sorry i dont know much about twitter but this is only way i found to reach you.,-1,0,0, what is dm sorry i dont know much about twitter but this is only way i found to reach you,sadness,negative
7016,@ScotiabankHelps My student account has been marked as inactive. How do i activate my account?. I now live in Thailand. Canada account,-1,0,0, my student account has been marked as inactive how do i activate my account i now live in thailand canada account,joy,negative
7017,@ScotiabankHelps What is the procedure for closing a Scotiabank Visa account when the cardholder dies?,-1,0,0, what is the procedure for closing a scotiabank visa account when the cardholder dies,unknown,negative
7018,"@ScotiabankHelps follow me, I’ve got some questions in DM",0,0,0, follow me i’ve got some questions in dm,unknown,positive
7019,@JBH8 @ScotiabankHelps @jamesaneufeld im not surprised to read these feedback. Thank God I didn't open any bank account with Scotia,1,0,0,   im not surprised to read these feedback thank god i didnt open any bank account with scotia,sadness,neutral
7020,@ScotiabankHelps Hello! Does your StartRight program for new immigrants allow individuals here on a 2 year work permit to get a credit card?,1,0,0, hello does your startright program for new immigrants allow individuals here on a 2 year work permit to get a credit card,sadness,neutral
7021,@ScotiabankHelps Question! How can I find out why my scotiabank account had been closed without me knowing? Where can I ask?,0,0,0, question how can i find out why my scotiabank account had been closed without me knowing where can i ask,unknown,negative
7022,@ScotiabankHelps are you accepting a canadian cheque?,0,0,0, are you accepting a canadian cheque,unknown,positive
7023,@ScotiabankHelps I think TD needs to give some tips in customer service to you guys. Horrid experience.,-1,0,0, i think td needs to give some tips in customer service to you guys horrid experience,fear,neutral
7024,@ScotiabankHelps Worst customer experience ever. I am so happy I have decided to switch to TD. No wonder TD has won the JD Award 9 times.,3,1,0, worst customer experience ever i am so happy i have decided to switch to td no wonder td has won the jd award 9 times,joy,positive
7025,@ScotiabankHelps Sure-curious to see what you got. Not optimistic.,1,0,0, surecurious to see what you got not optimistic,unknown,positive
7026,"@ScotiabankHelps Naw, I'm good. I've learned the hard way that you all don't care about your customers!",0,0,0, naw im good ive learned the hard way that you all dont care about your customers,joy,neutral
7027,@BofA_Help need help! I have a couple questions,0,0,0, need help i have a couple questions,unknown,neutral
7028,.@pncbank how in the hell do i get a real person on the phone to help me? your ivr is crap.,-2,0,1, how in the hell do i get a real person on the phone to help me your ivr is crap,sadness,negative
7029,I'm Interested in Working For A Bank  Help Me Reach My Goal to Becoming a CPA. Anyone Hiring? @TDBank_US @PNCBank @bankofamerica @WellsFargo,0,0,0,im interested in working for a bank  help me reach my goal to becoming a cpa anyone hiring    ,unknown,neutral
7030,.@PNCBank is literally stealing from me without consequence. Anyone know a lawyer that can help? https://t.co/gI6AgYnRZw,-1,0,0, is literally stealing from me without consequence anyone know a lawyer that can help ,unknown,neutral
7031,The @PNCBank employees just went above and beyond to phone us to try to help a new client who is our international student.  Thank you PNC!,1,0,0,the  employees just went above and beyond to phone us to try to help a new client who is our international student  thank you pnc,unknown,positive
7032,Been on hold for the last 15 minutes waiting for help @PNCBank #wtf,0,0,0,been on hold for the last 15 minutes waiting for help  wtf,unknown,negative
7033,@isabelafoxx @boa tarde isabela. Morena top de luxo.,1,0,0,  tarde isabela morena top de luxo,surprise,positive
7034,@boa tarde!! Bom programa! Abraços,0,0,0, tarde bom programa abraços,unknown,positive
7035,"Thank you, @ckhom1! We are very thankful for @boa and the opportunity.",2,1,0,thank you  we are very thankful for  and the opportunity,unknown,positive
7036,RT @ckhom1: @CatalystMiami Congratulations on the @BoA community builders grant! What a great opportunity!,2,1,0, congratulations on the  community builders grant what a great opportunity,joy,positive
7037,@CatalystMiami Congratulations on the @BoA community builders grant! What a great opportunity!,2,1,0, congratulations on the  community builders grant what a great opportunity,joy,positive
7038,@filmindependent @TheLAScene @BOA Steakhouse #greatfood #greatswards,0,0,0,   steakhouse greatfood greatswards,unknown,positive
7039,Família muito linda e querida  de @Boa Esperança - MG !!!!! grande abraço... http://t.co/2fCJ8FaFd6,0,0,0,família muito linda e querida  de  esperança  mg  grande abraço ,unknown,positive
7040,@boa noite,0,0,0, noite,unknown,positive
7041,", Conversar com todos , andar com poucos, e confiar, só em Deus ... 

             @Boa noite<ed><U+00AE><U+00BA><ed><U+00BD><U+009A><ed><U+00AE><U+00BA><ed><U+00BD><U+009A><ed><U+00AE><U+00B8><ed><U+00BD><U+0087><ed><U+00AE><U+00BB><ed><U+00B0><U+00B4>",0,0,0," conversar com todos  andar com poucos e confiar só em deus  

              noiteedu00aeu00baedu00bdu009aedu00aeu00baedu00bdu009aedu00aeu00b8edu00bdu0087edu00aeu00bbedu00b0u00b4",unknown,positive
7042,@boa noite,0,0,0, noite,unknown,positive
7043,@Boa noite Amigos uma Excelente noite pra todos os você Amigos http://t.co/K6dKllQyKC,0,0,0, noite amigos uma excelente noite pra todos os você amigos ,unknown,positive
7044,@boa noite galera!!!!,0,0,0, noite galera,unknown,positive
7045,"RT @GiovanniSilva73: Pra que ter tudo, se eu tenho VOCÊ ! AG &lt;3 '
 @Boa Noite — se sentindo apaixonado",0,0,0," pra que ter tudo se eu tenho você  ag lt3 
  noite — se sentindo apaixonado",unknown,positive
7046,"RT @GiovanniSilva73: Pra que ter tudo, se eu tenho VOCÊ ! AG &lt;3 '
 @Boa Noite — se sentindo apaixonado",0,0,0," pra que ter tudo se eu tenho você  ag lt3 
  noite — se sentindo apaixonado",unknown,positive
7047,@boa tader atodo muito calor em sao paulo,0,0,0, tader atodo muito calor em sao paulo,unknown,positive
7048,RT @CalabozoCriollo: CONAN HYBORIAN QUEST RAFFLE/SORTEO CONAN TALKS WITH US @kickstarter @Boa...: http://t.co/fw0Db9bqYK vía @YouTube #Cona…,0,0,0, conan hyborian quest rafflesorteo conan talks with us    vía  cona…,unknown,negative
7049,CONAN HYBORIAN QUEST RAFFLE/SORTEO CONAN TALKS WITH US @kickstarter @Boa...: http://t.co/fw0Db9bqYK vía @YouTube #Conan #boardgame,0,0,0,conan hyborian quest rafflesorteo conan talks with us    vía  conan boardgame,unknown,negative
7050,A cada dia uma guerra e sempre uma vitoria obrigado meu pai...@boa noite,0,0,0,a cada dia uma guerra e sempre uma vitoria obrigado meu pai noite,unknown,positive
7051,@boa noitw.,0,0,0, noitw,unknown,positive
7052,CONAN HYBORIAN QUEST RAFFLE/SORTEO CONAN TALKS WITH US @kickstarter @Boa...: http://t.co/aTjjXyD0KT vía @YouTube,0,0,0,conan hyborian quest rafflesorteo conan talks with us    vía ,unknown,negative
