n,Cleaned Text,Emotion,Polarity
1399, recently upgraded my android phone now it says your app isnt compatible when can we expect the app for android 50,joy,positive
1400, this page gives a houston address for check deposits but i thought it was baltimore can you clarify ,unknown,positive
1401, 33 ill celebrate the day you guys switch from  to  thanks for always having my back guys l,unknown,neutral
1402, 23  doesnt provide good service and its disappointing that a bank i really like is doing business wthem,joy,neutral
1403, gm just some feedback i received poor awful customer service from s satisfaction guarantee program 13,fear,neutral
1404, credit card,unknown,positive
1405, perfect,unknown,positive
1406,   i am away from home but i have my card on me  is there a phone number i can use to pay my bill,unknown,negative
1407,im leaving  amp   yall dont treat me right at all,unknown,positive
1408, i remember at one point i saw something that said 6 months of on time payments and it automatically goes up is that no more,unknown,positive
1409,  capitalone withdrew from wrong account 2x correct account once but it didnt post ‚Äî inexplicable,unknown,negative
1410,  the screenshots and records all prove that ive actually tried to pay this 4x in the last 20 days,unknown,negative
1411, i emailed im beyond furious and am writing my blog post now to share screenshots and records of your companys mistake,anger,negative
1412, ill be cancelling my credit card this week i have not used a lot but now i am thankful for that decision shame on you,sadness,negative
1413, do you even have an ethical statementor is it just words not to live by but to look good 4 stockholders u disgust me,joy,positive
1414, are u scared to be picked you are not one of the tiny stores that were burned out how about free loans 4 these ppl,fear,negative
1415, what are ur opinions on the racist antipolice video by your main ad guy s jackson are u so afraid to stand up 4 police,fear,negative
1416, asked for help on several occasions no help  no resolution badservice,unknown,positive
1417, ,unknown,positive
1418, will my credit continue to go up every 6 months without missing payments i feel like it hasnt gone up in awhile,joy,positive
1419, i have made a few payments this month more than minimum payment app still says payment due 1115 do i need to pay again,unknown,negative
1420, how is android 50 not yet supported this is ridiculous researching alternative banks now,unknown,negative
1421, friend stuck overseas need to transfer them funds both bank with suntrust anyway to do this online needs funds immediately,joy,negative
1422, why did it just happen now though its only had 4 in it for at least 6 months,unknown,neutral
1423," the atm touch screen at 11721 boyette road
riverview fl does not work  how is it reportedcan you fwd this on to the branch",unknown,negative
1424, nvm i still had a convo saved from an issue in the past check your dm,unknown,negative
1425, cammy cam do luh da kidz thankz so much for da fix ,unknown,positive
1426,cammy cam do luh da kidz thankz so much for da fix ,unknown,positive
1427, why is cammy cam not loving the kids today,joy,positive
1428, ive already done all this,unknown,positive
1429, were so sorry to hear that if youll share which morrow branch well be sure to share this with the branch ‚Ä,sadness,neutral
1430, hi suntrust here  we saw your tweet amp hope things improve soon  if youve any questions about your acco‚Ä,unknown,positive
1431, the manager who had to give the employee approval is the one who told me a week ago i couldnt do it amp that i had to come back,joy,positive
1432, wilmington nc the monkey junction branch,unknown,positive
1433, so i had to come back another day while another employee just had us simply sign a form,unknown,neutral
1434,  i foerget my debit card pin what can i do thanks,unknown,positive
1435, aside from the braves you guys are always good to me nohardfeelings,joy,positive
1436, ive done that twice now you all are a joke u have my number call me,unknown,neutral
1437, i would read the chain of tweets pretty simple trying to find out where atm card is,unknown,neutral
1438, not frustrated at the loan officers or reps they were big help just took a long time compared to my last 2 home loans with st,anger,negative
1439, hi suntrust here we saw your tweet and wanted to reach out what seems to be the issue es,unknown,positive
1440, we are happy to hear we could exceed your expectations mikki we hope you have a fantastic 2015 ad,joy,positive
1441, but can i get access to draw money from my account using the debit card,sadness,negative
1442, my debit card,unknown,positive
1443, good morning my name is mauricio aguilar i have account with you guys im at honduras can i get money from any atm here using,joy,negative
1444, seriously there are three of you working the twitter channel seems like more than you have working the phones absurd 16 mins,joy,negative
1445,  the worst customer service experience from the antioch tn branchclosing this acct  local branches please,joy,neutral
1446, i forwarded the email,unknown,positive
1447,sun trust screws up again wants me to pay for stamp to fix their mistake notimpressed ,unknown,negative
1448, received a letter stating that a card was sent this is a long time to be without a card as well as an incorrect bank account,unknown,negative
1449, card earlier in the month amp i never received the card i was told that a new card will be sent monday today is monday amp i only,unknown,positive
1450, i was a victim of the home depot fraud the money that was refunded back is incorrect i was also told that i was sent a new,unknown,negative
1451, no its the people you hire who suck,unknown,negative
1452, nah  im omw to suntrust now to fix it,unknown,positive
1453, i setup a savings last month but its not showing up on my account,unknown,negative
1454, i need to do final payroll of the year but yours is down whats going on,unknown,negative
1455, the atm still is not working i sent you a report via email thanks,unknown,positive
1456, with our business check card stolen we now have no money to carry out our new years event,unknown,neutral
1457,thanks to  new years eve is now cancelled for thousands of people badbanking banksmall,unknown,positive
1458, no thanks id rather let everyone know how you guys stole 700 from me,unknown,neutral
1459, ,unknown,positive
1460, pathetic,sadness,negative
1461,triangletuesdays hot job digital channel sr product manager needed at  more details here ,unknown,neutral
1462, good morning  we are here until 5 pm est to assist you with your banking needs  sb,joy,positive
1463,"want to hear customer service stories   good bad amp ugly bbtservice
bankstories",fear,negative
1464, awful customer service   so if i know someone i can get my money faster  10 day hold  wtf,surprise,negative
1465, must be so easy to steal money when you have fdic insured slapped all around your branches im never trusting any bank again,unknown,neutral
1466, not only do you have me laid off but steal 700 from me as well real smooth,unknown,positive
1467, its terrible how you could put someone even further down after losing their job,fear,negative
1468, ill be removing my money from your account and closing it you are nothing like bank atlantic  garbage institution stealing money,joy,negative
1469, its pathetic how you guys think you did nothing wrong when you stole 700 from me due to issues that i had no control over,sadness,negative
1470, you guys are the biggest bunch of crooks ive ever dealt with and this is coming from a former employee you guys laid off too,unknown,positive
1471, so i lose my job account gets overdrafted and returned item fees applied and you guys just steal my money when i finally get paid,sadness,negative
1472,  this change is very frustrating we switched to  last year and now everything has to change,anger,negative
1473,via   previously announced plan to keep all  branches open could be temporary ,unknown,positive
1474, what is the charge for an incoming wire to my money market from china,joy,positive
1475, is the site down for maintenance,unknown,positive
1476, any idea how long the app will be down for maintenance for ios,unknown,neutral
1477, may i know the requirement for nonus citizen to set up a us corporate bank account we are already a us registered company,unknown,negative
1478, booked a flight thru rbc rewards that got cancelled is there a way to rebook online i know the phones are closed now,unknown,negative
1479, help kids being bullied stick ur tongue out against bullying for the glabberchallenge  ,fear,negative
1480, thanks for the love sounds like youve been getting the royal treatment  enjoy your sunday sl,joy,positive
1481, can rbc clients make investments in the sampp500 index,unknown,positive
1482, this is not a good security when you guys will make two factor auth available to us is rsa token only for business accounts,joy,positive
1483,im still trying to figure out why my  still doesnt have twofactorauth seriously     ,unknown,negative
1484, is was at the westlock alberta branch today,unknown,positive
1485, just always line ups there and has been the last 6 months even the tellers dont know why its like that,joy,positive
1486, hi cody is there anything we can help with via social media were here to try to help in any way we can dh,unknown,negative
1487, and thanks for simon the guy who called me we resolve all problems together,joy,neutral
1488, are branches open on january 2,unknown,positive
1489, thanks,unknown,positive
1490, 14 spots in the comp avioner valet parking  and ‚Äúparking full‚Äù sign out avionerscantdothat cc ,unknown,positive
1491, im not back in canada until january 11,unknown,positive
1492,look im a worthless bag of shit amp had a autistic meltdown on  amp they are closing in response  ,unknown,negative
1493, had a huge autistic melt down on  for holding my money longer than legally aloud ,unknown,positive
1494, is online banking downi cant get invery strange,sadness,negative
1495, tap my image or click and you‚Äôll be taken to my profile it‚Äôs really that simple you don‚Äôt need to log into my account to see it,unknown,negative
1496, did you just tell me you can‚Äôt look at my profile cause tapping on my name supposedly isn‚Äôt enough Ì†ÌÇÌ†ÌÇ,unknown,positive
1497, fine don‚Äôt call i‚Äôll go to sleep it‚Äôs night time for me,unknown,negative
1498, follow so i can some question s through dm,unknown,negative
1499, sweet ,unknown,positive
1500, thx  waiting somewhat patiently,unknown,positive
1501, any news on mobile check deposit  that would make banking easier,unknown,positive
1502, the problem was solved thank you,unknown,neutral
1503,thanks  ill update my preferences,unknown,neutral
1504, let us help put a stop 2 those unwanted calls dm ur  amp time 2 call or   so we can adjust ur con‚Ä,unknown,negative
1505, thanks so much,unknown,positive
1506, i have already spoken to the branch and call centre i have had to evacuate my home and you guys arent releasing my money to me,unknown,negative
1507, just want to explore my options thats all,unknown,positive
1508, yes but i called customer service and they canceled it and im going to get a new one tomorrow thanks anyways,sadness,neutral
1509, im pretty sure its been longer,unknown,positive
1510, considering closing my  account bc of the basic account switch i showed proof of being a student for this yr,unknown,neutral
1511, is scotia online free to use for my credit card,unknown,positive
1512, hello i have an urgent inquiry about my accounts please respond asap,joy,neutral
1513,  i applied online for an account about 5 days ago and havent heard from anyone or received anything in the mail yet,unknown,negative
1514, i have a question i‚m trying to access my account via scotiaonline but with error ae10533 what should i do,unknown,negative
1515,uh what  ,unknown,positive
1516, everyone i know with tdcibcrbc and bmo got their gst deposited but scotia customers why complete fail,unknown,neutral
1517,why is it the service at   so terrible switched from  to save on fees certainly saved on service,fear,negative
1518, i need to use my visa credit card i do not want it to be blocked,unknown,neutral
1519, done ill test it later hopefully this time it will work,unknown,positive
1520, plus she keeps on asking my address amp told her 3x already,unknown,positive
1521, your staff named daniella hang up on me after she said shell put me on hold to check the appointment,fear,positive
1522, i do have one actually thank you for the advice though and follow wont hesitate to dm if i have questions,unknown,positive
1523, hi new landed immigrant here is there a open branch that i can go tommorrow i want to open an bank account,unknown,neutral
1524, theyre asking for personally identifiable information  i hanged up and im going to add the numbers to my reject list,unknown,negative
1525, guess what i called the 800 number and even they cant do it,unknown,positive
1526, hi yes bridget was super helpful  thank you very much,unknown,positive
1527,just got through and it was handled  it would be good to share an estimated wait time in your auto messages on the phone,joy,positive
1528,we apologize for the delay amp thank you for your patience automation message every 30 seconds     on hold for too long,unknown,neutral
1529, what is the banks routing number that i should give someone for when receiving money from the uk,unknown,positive
1530, how long does it typically take for a credit card to be approved i ordered mine over a month ago,joy,negative
1531, just had a great phone call with customer service rep karen send her a big thank you she rocks,joy,positive
1532,had two ends of the customer service spectrum today thanks  for being so awesome ,unknown,positive
1533, bank on line service not great cant open saving account cant set an alarm what,fear,negative
1534, hey everyone want to be part of a bank that doesnt give a rats ass pick this one timetomovemymoney,joy,negative
1535, i was wondering if sometime in the future the scotia bank app will be able to take a picture of a cheque and deposit it,unknown,positive
1536, help please ,joy,positive
1537,day 13 still no response from  or  seems profits are the only priority at the bank dm me scotiabankdoesnothelp,unknown,negative
1538, it was the branch in min to nb it was a lady short dirty blond hair red topi didnt get her name,sadness,negative
1539, thank you fia,unknown,positive
1540,  just retagging you because they added a w on your name,unknown,positive
1541, i goofed up a transaction at the bank this morning and need hellllp,unknown,negative
1542, i tried on differents machines and all they say invalid card  what i can do,unknown,negative
1543,  mobile app wont work for me or my boyfriend either stays at please wait,joy,positive
1544, hi can u let me know the banks that u had conveniens at mexico to can get money at machines please thx,joy,neutral
1545, i have a quick question about changing my card to a debit visa,unknown,neutral
1546, bank hours wed dec 31 2014 uxbridge ontario,unknown,negative
1547, nope i just go to the presidents office everybody else is ineffective,unknown,neutral
1548,   has a history of tweeting with but not helping clients dm for more info scotiabankdoesnothelp,unknown,positive
1549,  it is extremely rare it will be passed along let me know scotiabankdoesnothelp,unknown,neutral
1550,  looks like  is mistreating customers all over this great nation scotiabankdoesnothelp,joy,neutral
1551,   is still taking advantage of its clients for profits this needs to stop scotiabankdoesnothelp,unknown,positive
1552, scotia txs for being the only one to reply question is when is free banking ala europe arriving in canada,unknown,negative
1553," hi
can you verify a transaction number i am worried that is fake
transaction number sw3100571978kms",unknown,negative
1554, well i guess being a customer for 10 years ongoing means something i am extremely reasonable but customers are 1,unknown,neutral
1555, i want to open up an rrsp and receive financial advising forgot which branch im w can i go to any branch and book appt,unknown,positive
1556, dmd thx,unknown,positive
1557, pt 4 only for them to say they will call me back amp its been 2 hours i have a student loan coming in soon what a joke,unknown,positive
1558, pt 3 couldnt help me they said it has to be fixed at the branch called branch about 7 times until i finally got through,unknown,positive
1559, pt 2 my student acct isnt even opened correctly i cant do any deposits i called your contact centre 5 times they,unknown,positive
1560, pt 1 not sure why i decided to open a student acct with you took me forever to book an appt amp for a callback and now,unknown,positive
1561,†hope you enjoy the new card let us know if you ever need anything hp,joy,positive
1562, waited 27 mins to talk to someone and they hung up on me nice Ì†Ì,unknown,positive
1563,really   been on hold for 26 mins and still holding great help annoyed,anger,neutral
1564, dm sent,unknown,positive
1565, i have done so and im really interested in hearing how you rationalize this really rude behaviour,unknown,negative
1566, how is help in your name spent an hour on the phone trying to talk to a person not a computer,unknown,neutral
1567,is  going to be Ôpay friendly in 2015,joy,positive
1568,over 10 minutes on hold just to book an appt this is ridiculous  ,unknown,neutral
1569,i hate putting my money in banks for this very reason  release my money smh,anger,negative
1570, how does one go about speaking to a human at ones own branch because ive spent 30 minutes navigating your phone system,unknown,positive
1571, hello i have a question please respond when available thanks,joy,neutral
1572,  friday dec 26th  it says completed,unknown,positive
1573,  that is confusing because my pay sometimes is deposited on sunday for monday so i thought for sure my other money would be,unknown,negative
1574, i was advised at the bank it was 12 and also told at a competitor bank there is no minimum age confused and misinformed,unknown,negative
1575,  i did a paypal deposit it said completed on saturday i checked  just now and it isnt in is this because of the holiday,unknown,positive
1576, k just did,unknown,positive
1577, thanks for the response though,unknown,positive
1578, no worries i got through with a different browser,unknown,negative
1579, hi rhyes im still having problems after entering my passphrase for my securoty question it says it has timed out,unknown,negative
1580, gmorning i live and work in greececan i open online a bank account in scotiabank i was born in canada,joy,neutral
1581, no i wasnt  you didnt reply in time,unknown,positive
1582, i have no idea what you mean,unknown,negative
1583, yes i do need help please follow and dm me thank you,joy,positive
1584, done,unknown,positive
1585, not sure if you can help or need to go to bank but i cant transfer money to sons account and he cant debit with his card,unknown,negative
1586, are you guys awake and working yet,unknown,positive
1587, need help  lost my bags from toronto to lahore been 3 daysdoes my scotia gold passport cover me help,unknown,negative
1588,   bofa has found themselves in the middle of a transaction gone bad fraud imho and theyre t,sadness,negative
1589,thank you  you guys are quick restarting browser helped  love this twitterservice btw  yourock happyholidays,joy,positive
1590, you guys are quick restarting browser helped  love this twitterservice btw  yourock happyholidays,joy,positive
1591,,unknown,positive
1592, he controls his fathers account as his father is in a hospice,unknown,negative
1593, im sending you his sons information so please contact him,joy,positive
1594, im terribly sorry 4 the experience youve had id like to try amp assist you with any acct issue pls let me k‚Ä,joy,negative
1595,        please follow me,joy,positive
1596, sunday shout out for  service thank you for everything,unknown,positive
1597, your customer service dept shouldve helped ill pay the absurd amount and never use citibank again,unknown,negative
1598, thought you were closed on sundays,unknown,positive
1599, i have been charged service tax on my credit card bill may i know what it is for  my mobile number is 9833745644,unknown,neutral
1600,  virtual account numbers web client not working  error allocating virtual account number due to error creating xref,unknown,negative
1601,thanking  for being very professionals and for taking the time to assist me via twitter greetings,unknown,positive
1602, did not get any assistance by phone in order to get my username via email will dm you right away thanks in advance,sadness,positive
1603, appreciate the message but i revised it after i included you in it i resolved the issue with  a week or so ago thanks,joy,positive
1604, it is a colombian account,unknown,negative
1605, citi would rather i commit sucide then payoff the account they are suppose to under the protection plan i paid for,unknown,negative
1606, who do i need to sue first,unknown,negative
1607, now you assholes want to say it started july 13 so you dont have to pay off my account do to my disability,unknown,negative
1608, i have proof my coverage started july 12 2012,unknown,positive
1609, why are you guys lying about my coverage under payment safegaurd,unknown,negative
1610, my card is not working for withdrawals and both th int and mobile show my balance as 0,unknown,neutral
1611, just sent a dm tnx,unknown,positive
1612, vkon‚Ñ ratings 56  50m viewers  amp  jobÄ,unknown,positive
1613,  vkon‚Ñ ratings 56  50m viewers  amp  job,unknown,negative
1614, are they open today,unknown,positive
1615, i just recently applied for citi diamond preferred can i get a reconsideration for my app,sadness,neutral
1616,"   but cant get access to my online account
what calls are also unaccessable could u please give me official email of tto",joy,negative
1617,  hallo i am your customer from usanow i m in uzbekistan wanted to make  transfer freom my savings to credit account within cit,unknown,neutral
1618, is the citibank swift code you provided via ny routing numberthe correct swift code to wire funds to my san francisco citibk acct,unknown,positive
1619, will this swift code via ny work for my citibank account opened in san francisco branch thanks,unknown,positive
1620, ,unknown,positive
1621, ok,unknown,positive
1622," i wish your customer rep was as pleasant as you are on twitter
have a joyous holiday as well almost got to 20 years card holder",joy,positive
1623," 
web site down and your customer rep seemed flustered when asked her to help me reinstate my payment details im choosing chase",unknown,positive
1624,  i have written an email to citibank us about my problems at customerdothelpatcitidotcom kindly see and acknowledge,joy,neutral
1625, the only thing that they do is that on their own they writewithout even giving me a call that i have only an hr letter,unknown,negative
1626, extremely disheartened by the customer service of citibank india i have been repeatedly calling them up to collect documents,sadness,negative
1627, 560 were deducted from my account as service charge what kind of service charge is it ,joy,neutral
1628, i was emailed on an issue with my account i have no citi account is there a way to make sure you dont have one in my name,unknown,negative
1629, thank you for your concern  we just paid off our citibank mastercard online and will not be using it again not our 1st issue,joy,positive
1630, i cant seem to dm you because i dont think youre following me have info ready  thanks for responding,unknown,positive
1631, not a problem,unknown,negative
1632, ok call now or soon,unknown,negative
1633,thank you  for responding to my tweet in such a professional way and fixing my account before my overseas travels,unknown,negative
1634, thank you,unknown,positive
1635, hey guys  why is it so hard to login to your site half the time the button does nothing or is greyed out ,unknown,negative
1636, what is the most effective way to provide feedback on citi price rewind i find it unnecessarily cumbersome to use,unknown,negative
1637, i have an aadvantage gold master card  tel 5102366454 call in the next two hours  what does dm mean,unknown,negative
1638, is this legit i dont have an account and im not barbara but keep getting emails that look similar ,unknown,negative
1639, i tried the email you gave me and it does not work,unknown,positive
1640, is there another way to find out  im not a fan of twitter especially since you are not responding,unknown,neutral
1641, did you receive my november payment yet  i mailed it on dec 17th and i see you are now billing me with penalties for nonpayment,unknown,positive
1642,   ok for a family member to sign a credit card slip for you our sons always would have our permission thanks,unknown,positive
1643, can i get a call about changing diamond preferred to a world mastercard,sadness,negative
1644, vkon‚Ñ ratings 55  350m viewers via corrupt us militarypolice v russiachinabrazilindiaht‚Ä,unknown,negative
1645, vkon‚Ñ ratings 55  350m viewers via corrupt us militarypolice v russiachinabrazilindia,unknown,negative
1646, thank you just did looking forward to your help,unknown,positive
1647, having a lot of trouble with your automated service in setting up my pin number please help traveling and need it,joy,neutral
1648, i allow all of those plus citicom too,unknown,positive
1649, no i got it now but i was mad bc it took foreverrrrrrrrr thanks lol,anger,negative
1650, which of these blocked 3rdparty cookies is required so i can log into your site security ,unknown,positive
1651, thank you so much,unknown,positive
1652, whatever you can tell me doens matter if citibank doesnt respond for my money,unknown,negative
1653, no yo told me last tuesday that you gonna callme the next 48 hours and nothing,unknown,negative
1654, why cant i add another payment account through the app,unknown,negative
1655, its bullshit the citibank in colombia lost my money between accounts where is my money,unknown,negative
1656, cant direct message you unless you are following me i have followed you send me a dm,unknown,positive
1657, when are the homeless going to be removed from the atm at night from 240 north ave new rochelle branch,unknown,positive
1658, we received the email with the error can you please email the letter showing the code yc,joy,neutral
1659,  i got an letter that im been preselected to apply of a credit card of yours and when i try to apply online it gives me an error,unknown,negative
1660,  when the bank return from holiday dec 26 or dec 27,unknown,negative
1661, i am unable to collect money send to me,unknown,negative
1662, i need my money and live in us us dhs and us govt and indian and thai govt and monarchy and many private are stealing my money,joy,negative
1663, ive reported it stolen 12 yrs ago and twice since it keeps showing up as being used in my credit report im sick of this crap,disgust,negative
1664, yes please ive never gotten a call,joy,neutral
1665,  ok,unknown,positive
1666, ,unknown,positive
1667, who do i talk to about a credit line increase,unknown,positive
1668, no thanks plus my name isnt rodney,unknown,positive
1669, sure got up to 9 people and im told to allow 2 hours to reset but after 9 people i dont have confidence it was taken care of,joy,positive
1670, well i was just recently denied a credit increase from an already very low amt and wf increased mine wo me even applying,sadness,positive
1671, its okay ill figure it out,unknown,negative
1672,  yes i was helped i just hate selecting fraud in the prompts but then having 2 transfers amp wasting 45 minutes to get there,anger,negative
1673, no,unknown,positive
1674, sure,unknown,positive
1675, yes but a lot longer than it should have,unknown,positive
1676, no thanks not in the mood for your patented bythebook responses would prefer the bank be run properly in the first place,joy,negative
1677, what are you talking about,unknown,positive
1678, ok,unknown,positive
1679, sorry to hear this happened if you need our help or have any questions on the dispute process please let us know‚Ä,joy,negative
1680, i got charged a fee for something that came through two days ago and you guys said it came through a day before that not correct,unknown,positive
1681, i wish the atm gave me the option to have receipts emailed to me,unknown,positive
1682, i will do that thank you,unknown,positive
1683, hello if i am out of town is my brother able to deposit my paycheck into my account he would have my account number thanks,joy,neutral
1684,ladiesnight friday 12262014 blackout  thehg  2617 washington  3142236367  ,unknown,positive
1685,seriously   your atm is always broken yet you charge us to use a teller ridiculous,joy,negative
1686, unhelpful dm wheres the money,unknown,positive
1687, credit card not possible to get through on the phone,sadness,negative
1688,  4 days after account restriction and still no effort to resolve badservice shameful indifferent,unknown,negative
1689, this is what i see what is the extra dollar for the price was 5289 then this dollar added ,unknown,positive
1690, any word on providing an app for windowsphone 81,unknown,positive
1691, will do  thanks 4 the response,unknown,positive
1692, i wouldnt have your card if you gave me a thousand dollars to do so,unknown,positive
1693, i cant deposit checks on the iphone app it doesnt give me the option to take a picture of the back ,unknown,positive
1694, why hasnt the android app been updated to work with lollipop aka android l or android 5,unknown,positive
1695, no problem thanks guys,unknown,negative
1696, it was quite late say 10pm,unknown,positive
1697, hi guys paid my account in full friday night when will it show up,unknown,negative
1698," 
hican i block someone from taking money out of my checking account",unknown,negative
1699, what you doing,unknown,positive
1700," 
why is capital one continuing to air the racist actor samuel l jackson commercials wgn america channel just aired one",unknown,negative
1701, love you guys caponelove,joy,positive
1702, wa,unknown,positive
1703, ,unknown,positive
1704, why does it take so long to get your credit score up when a late payment does more damage,anger,negative
1705, hahahahahahahahahahahahahahahahahahahahaha are you a fing bot,unknown,positive
1706, you might want to fix your website and test from outside your offices,unknown,positive
1707, i think al sharpton should be your next spokesperson then you could lose all of your clients that actually pay their bills,unknown,negative
1708, i never received a return call regarding my fraudulent charges,unknown,negative
1709,  its been a month bruh,unknown,positive
1710, awesome i thought so this is why i love yall,joy,positive
1711, it was sent thru the secure message link,unknown,positive
1712, how about someone reply to my email,unknown,positive
1713, thats not the way we want you to feel if youd like to discuss this feel free to follow amp dm us w any con‚Ä,joy,positive
1714, when i get everything paid off i will cancel my creditcards just this weekend i got a call when i just made arrangements,sadness,negative
1715, is it possible to withdraw cash from an atm using a credit card,unknown,negative
1716, apparently we do have a card but we get the same call multiple times a day,sadness,negative
1717, its ok i just got my credit card recently Ì†Ì ill just wait,unknown,neutral
1718, no worries jd i called and got it all squared away you guys were just protecting me and i appreciate it,joy,neutral
1719, ty,unknown,positive
1720, so i can still use my card to go shop around with no problems,unknown,negative
1721, my online statement says that i have a negative balance on my credit card does that mean i owe it to you,unknown,negative
1722, hi there please feel free to followdm us and let us know how we can help thanks aw,joy,positive
1723, i received an email for a free football back in october still waiting it was a competition on fb,unknown,positive
1724, i made a check deposit 7 days ago using mobile phone funds still on hold says till 30th this is bs,unknown,positive
1725, trying to use on 2013 moto x,unknown,negative
1726, trying to deposit checks using android app but deposit now button does not respond  rebooted and reinstalled,unknown,negative
1727,  outsourced to countries where the us embassy was attacked nicaragua amp el salvador ,unknown,positive
1728,   those robbed dollars capital one steals from u go oversea 2 pay foreigners who also lie 2 steal u,unknown,negative
1729,   amp eventually they look better than u cause they delay website access steal your dollars 2 foreign,unknown,neutral
1730,    website is always down that way can charge late fees amp blame u 4 not paying on time,joy,negative
1731,  them  foreign illetirate employees want 2 steal your dollars cause they get paid in dollars,sadness,negative
1732,  capital one will keep lying 2 u about your account via outsourced call they wont waive your fees oversea,unknown,negative
1733, dont give a fuck that why they got fined 210 million by the feds they steal by delaying web site access wont waive fees,unknown,neutral
1734, thanks,unknown,positive
1735, good morning were in and ready for your questions fire away aw,joy,positive
1736,  dont give a fuck about providing call center jobs 4 americans they outsource call center 2 poor nations 210 mil,sadness,negative
1737, hi there we hope to have a fix coming soon and do apologize for the inconvenience aw,unknown,neutral
1738, can i see my interest rates on the app,joy,positive
1739, how long does it take for the reward points to show up ,unknown,negative
1740, can my card get converted to a venture,sadness,negative
1741,,unknown,positive
1742, lol that was quick but thank you i will do that,unknown,positive
1743, you might want to fix your website and test from outside your offices,unknown,positive
1744, hahahahahahahahahahahahahahahahahahahahaha are you a fing bot,unknown,positive
1745, ,unknown,positive
1746, this is exactly what it shows after selecting the mobile deposit menu item ,unknown,positive
1747, im using the latest version of chrome on a macbook pro cache and cookies are clear you got no reason to be down on my end,unknown,positive
1748, were chatting on the internet genius,unknown,positive
1749, are you an serious right now,unknown,negative
1750, the connection was reset,unknown,positive
1751," no i dont mind the mail i mind the mail with the fake cards
send a real one next time lol",unknown,negative
1752, hey janiecesaw your tweets if you want us to stop sending these mailings follow amp dm us w name amp add‚Ä,unknown,positive
1753, ok thanks,unknown,positive
1754, dm sent,unknown,positive
1755, is there a way to request a replacement credit card online,unknown,negative
1756, and according to google play the app is the current up to date version of the app,unknown,positive
1757, im getting this error when trying to use it i was able to use it before i thought ,unknown,negative
1758, thank you but this is actually ridiculous,unknown,neutral
1759, hey nicole our atms turning into a bandit plz give us a call at 18006552265 so we can assist with ‚Ä,unknown,negative
1760, everything is taken care of thank you,joy,positive
1761, fix your app,unknown,positive
1762, no assistance needed you guys have been more proactive than  i this area and i wanted to call that out,unknown,neutral
1763, thanks for the increase,unknown,positive
1764,  just spoke with johnny id hoj 612 badservice indifference rudeness   shameless nohelp,unknown,negative
1765,the people have spoken  7000 of your mobile customers say your app sucks until it supports lollipop ,unknown,positive
1766, followed,unknown,positive
1767, no customer service took care of it fixed my name and sent out new card but im 100 sure i spelled my name right on the app,joy,positive
1768, so the problem is that its a bad idea on mobile in general disable features per api level dont lock people out entirely,sadness,negative
1769, your mobile app not being compatible with lollipop is very annoying,anger,negative
1770, i managed to get on last night thanks anyway,sadness,negative
1771, no worries glad it was caught and a new card is on the way thanks for the great service,joy,negative
1772, can i make a deposit anywhere,unknown,positive
1773, im waiting for the fraud department to call,unknown,negative
1774,  xmas eve card had surplus nothing owed refused to help case escalated get back to me in 5 bizz days,sadness,neutral
1775, why does capital one have a two credit card limit,unknown,neutral
1776,  no warning stay away from capital oneinsensitive,unknown,neutral
1777, ofcourse i have spoken with  out of town  christmas scrooge nothing owing on card badservice stranded,unknown,positive
1778, happy friday twitterverse were here and ready for your questions aw,joy,positive
1779, putting the better bureau for business against u just like the other time u got fined 210 million 4 deceiving customers,joy,positive
1780,  thats always their response they delay website access 2 charge you a late fee all their call centers r oversea,joy,negative
1781, thank you got it ,unknown,positive
1782, any other options i currently do not live near a branch,joy,positive
1783, its probably right around the 30day mark what can i do to get the pin changed other than waiting until the 30 days is up,sadness,negative
1784, trying to change my pin and keep getting redirected after verifying current pin automated system broken,unknown,negative
1785, i will truthfully i love credit unions as workers are happy amp always greet me with a Ì†ÌÄ most banks greet people with Ì†Ì,joy,positive
1786, recieved from u but not good but ook,joy,positive
1787, all over 12 maintance fee ill move on,joy,negative
1788, the way your reps talk to customers no bueno,unknown,negative
1789, i have a question regarding your 100 200 cashback bonus offer when opening an account,unknown,negative
1790, check your private message,unknown,positive
1791, holy crap this is the most useful tweet ive ever gotten on twitter,unknown,positive
1792, thanks for selling my car loan cant wait to send my car loan payment to a po box totalynotshady terrible,fear,negative
1793, unable to accept deposits at this time or something to that effect,unknown,neutral
1794, no feedback atm took my money and you guys are given me the run around horrible service you guys need better service,fear,negative
1795, its happened over a dozen times this year on checks from a variety of banks,unknown,positive
1796,im convinced that  thinks im laundering money because half of the checks ive deposited in the past month have been held,unknown,positive
1797,  and i appreciate you continuing to be a customer service oriented bank,joy,neutral
1798, stopped at both 21228 atm machines sorry to report that neither were taking deposits so much for atm as a convenience,sadness,negative
1799, good morning amanda we are so glad to hear it happy shopping  ad,joy,positive
1800, because im confused about pending with online banking can i ask for a courtesy or something  thats not right,unknown,negative
1801, yeah i refuse to pay fees for no reason not everyone is rich,unknown,negative
1802, you guy disregard loyal and long term customers closing account immediately  15 yr relationship means nothing,unknown,negative
1803, i see how u treat customer please dont respond if youre going to brush off the point rude company and service,joy,neutral
1804, i hav a basic acct whn i first started it was xx direct deposit 2 avoid fee now amt changed unfair practice 4 continued customer,unknown,negative
