"","x"
"961","@BofA_Help I am trying to make a large purchase and card was declined at first. I don't usually make purchases this large."
"962","@BofA_Help it's the 2nd time they've done it &amp; cust.service won't waive the fee. I can't get a postdated check cashed so why does it happen?"
"963","@BofA_Help thank you so much for all help !"
"964","RT @BofA_Help: @Rebelle_Smoke It was nice speaking with you today. Thank you for giving us the opportunity to address your concerns. ^hn"
"965","@BofA_Help nice job! I appreciate u listening to the feedback. Passed by the bank today and see the security guy is nice and warm inside!Ty!"
"966","@BofA_Help you have to follow me for me to message you"
"967","I am s VERY HAPPY customer. After quite awhile talking with @BofA_Help (Bank of America) we have found a compromise to an issue I had!Yahoo!"
"968","@BofA_Help is this normal? Before this it asked my favorite restaurant. My photo key never came up to put my PW in. http://t.co/ljel4iPR3H"
"969","@BofA_HelP THS is what I need: my 2BOA credit cards reinstated since I could not pay them because BOA FROZE My funds frm 11/5 to 1/6"
"970","@BofA_Help Being Brazilian, which documents should I bring to open an account?"
"971","@BofA_Help I have simple questions, but the answers are not in your web site."
"972","@BofA_Help thank you very much for your help and advice! :)"
"973","@BofA_Help My phone number is is Brazil.  Is that OK for you?"
"974","RT @Nilublue: .@BofA_Help Thanks for listening and helping me out! Even if it took a few days and some (much needed) beauty sleep! ;) #cust…"
"975","@BofA_Help already did and everyone was completely useless"
"976","@BofA_Help yeah give me her number."
"977","@BofA_Help how do I find out my iban and swift number please?? For international wire transfers."
"978","@BofA_Help I've been helped, thank you"
"979","@BofA_Help ty for you help."
"980","@BofA_Help @BofA_Community is making depositing money a pain in the ass. @TDBank_US is just as worse when it comes to depositing money"
"981","@BofA_Help why not get rid of the deposit slip like @CitizensBank and just let customers swipe their debit card to deposit?"
"982","@BofA_Help after I fill out a deposit slip, I was told to swipe my debit card in order to deposit money. What kind of logic is that?"
"983","@BofA_Help to fill out a deposit slip."
"984","@BofA_Help I just want to know why can't I just swipe my debit card at the teller to deposit money. When the teller refuse that, I was told"
"985","@BofA_Help Need a follow"
"986","RT @Nilublue: .@BofA_Help Thanks for listening and helping me out! Even if it took a few days and some (much needed) beauty sleep! ;) #cust…"
"987","@BofA_Help Hi, I am a Brazilian and would like to open an account with you in Miami. Pls contact me at jcmbermudez@gmail.com for details."
"988","@BofA_Help yes, BOA still screwed up, lost my kids birth certificates. I can't DM @BofA_Help 'cause you don't follow me"
"989","“@BofA_Help: @AloneOnMyThrone Hello, Shanice. Have you called for assistance? If you’re still having trouble, I’d like to help. ^co”<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>"
"990",".@BofA_Help Thanks for listening and helping me out! Even if it took a few days and some (much needed) beauty sleep! ;) #customerservice"
"991","Really @BofA_Community? You allow deposits that are dated later than the deposit date? Doesn't seem right  @MassAGO @BofA_Help #IsItLegal?"
"992","@BofA_Help I need help with my personal Bofa"
"993","@BofA_Help I don't think I can DM unless you follow me"
"994","@BofA_Help can't dm won't allow me to."
"995","@BofA_Help @Tamaragrama I would like to enroll in the keep the change program"
"996","@BofA_Help thank you"
"997","@BofA_Help fuck yall niggas <ed><U+00A0><U+00BC><ed><U+00BC><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00B5>"
"998","@BofA_Help Thank you so much for your call. If there will be any issues I will contact you again. Have a great day. Tamara"
"999","RT @BofA_Help: @AloneOnMyThrone Hello, Shanice. Have you called for assistance? If you’re still having trouble, I’d like to help. ^co"
"1000","@BofA_Help Thanks!"
"1001","@BofA_Help I have not but can't DM you as our accts don't follow each other. I will call customer service again."
"1002","@BofA_Help Anonymous?"
"1003","@BofA_Help @madamezooble the bot approves."
"1004","once again @BofA_Help provides shitty !!! Terrible customer service <ed><U+00A0><U+00BC><ed><U+00BC><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00B5><ed><U+00A0><U+00BC><ed><U+00BC><U+00B5>"
"1005","@BofA_Help You can call me any time. I will answer. Here is the number again +995577454313. Thanks a lot, T"
"1006","@LAmaleCA  We saw that you mentioned us. If you need help, let us know @BofA_Help. ^mb"
"1007","@BofA_Help I did not contact you"
"1008","@BofA_Help tried calling back after voicemail &amp; was on hold for a really long time...I am confused by message I got since my acct looks fine"
"1009","@BofA_Help can you follow so I can DM some info?"
"1010","@BofA_Help Problem resolved (thanks) but I shouldn't be on hold for 28 minutes to the FRAUD Dept before speaking to a human."
"1011","@BofA_Help Yes what is your procedure for Bolshevik revolutions"
"1012","@BofA_Help thank you. I will."
"1013","RT @BofA_Help: @Emo82Munoz I work for Bank of America &amp; appreciate your interest. Please visit http://t.co/M5w37FkgT0 for more info on our …"
"1014","@BofA_Help so you reach out the second someone says something bad, but then leave them hanging.  Again, awesome business practices."
"1015","@BofA_Help it's settled thank you!"
"1016","@BofA_Help It's always like though, even on the 1st and 15th."
"1017","@BofA_Help Wow there is good customer service. May you call me tmrw or is there a specific time?"
"1018","RT @BofA_Help: @Pinogrigioo If you would like, we can call you to discuss your concerns. Pl DM your name, zip &amp; phone so we can give you a …"
"1019","@BofA_Help would not like to broadcast my account number on Twitter.  If you can private message me that would be ideal.  I cannot msg you."
"1020","@sofiethiopian   We're here on Twitter if you need assistance. Find us @BofA_Help. ^na"
"1021","@BofA_Help The people I dealt with at customer service are dreadful. Fortunately, the manager at my local branch was able to fix the issue."
"1022","@BofA_Help trying to seek assistance with horrible mortgage terms"
"1023","@BofA_Help to date you've be unsuccessful in all attempts to help."
"1024","@BofA_Help would love help"
"1025","@BofA_Help my dads chase quickpay transfers won't be accepted"
"1026","""@BofA_Help: @CowsiWeed We’re here to help; let me know what I can do to assist. ^ma"" suck my dickkkk"
"1027","""@BofA_Help: @CowsiWeed  We are following up to see if you need assistance. Please let us know if there's anything we can do to help. ^ls"""
"1028","@BofA_Help no you guys are garbage."
"1029","@BofA_Help probably should call soon if not ill have found another bank over a 35 bollar fee"
"1030","@BofA_Help yes. Thanks for checking"
"1031","@BofA_Help It took a few days and a lot of headaches, but every person I spoke to (about 15) was extremely friendly. That counts for a lot!"
"1032","@BofA_Help yes thank you."
"1033","@BofA_Help-not a customer. Just got this text. Obvi a scam, figured I'd share. Called &amp; asks for debit card # http://t.co/zyfzpDiq66"
"1034","@BofA_Help My information is correct.  No call or email was made. Very frustrating."
"1035","@BofA_Help thank you very much for following up. I will DM you shortly."
"1036","@BofA_Help Appreciate u emailing to let me kno my card was used out of country,why must I call back AGAIN after processing to stop charge?"
"1037","@BofA_Help why does BoA doesn't have any banking centers in Louisiana?"
"1038","RT @Hustling2bFree: Do it, cause they are crooks  RT @notlovingyou: @BofA_Help no im switching. I can't anymore"
"1039","@BofA_Help follow me back"
"1040","@BofA_Help I got on to them. Didn't get what I was looking for, but thanks for the number anyways."
"1041","@BofA_Help Oh, I've had bigger problems with BoA, but even improving small things (like adding a simple ADDRESS to your site) would be nice."
"1042","@BoostCare I can't use my phone for @bofa_help mobile banking because your company won't commit to security patches."
"1043","“@BofA_Help: @RachSte08 We would be happy to discuss your concern. Please DM the property address, your phone # and best time to call.  WOW!"
"1044","@BofA_Help DM the info already."
"1045","@BofA_Help when I get to the picture taking screen, the camera display area is just black and it won't let me take a picture."
"1046","Do it, cause they are crooks  RT @notlovingyou: @BofA_Help no im switching. I can't anymore"
"1047","@BofA_Help I have spent three hours on the phone over the past week and today the issue was resolved. I am extremely dissatisfied with BOA"
"1048","@BofA_Help Thanks a lot.  Getting hit with overdraft cause I can't deposit thru app like I'm supposed to be able to."
"1049","Yall trash B. My money going elsewhere RT @BofA_Help: @Hustling2bFree  Hi, what happened? Anything I can do to help? ^am"
"1050",".@bofa_help while I appreciate the offer, one cannot DM an account which does not follow them. #twitterishard"
"1051","@BofA_Help I didn't receive any call from bank."
"1052","@BofA_Help no im switching. I can't anymore"
"1053","@JoseSoto1124 @BofA_Help I still have mine, why were you targeted?"
"1054","@BofA_Help I'm having some trouble using my debit card abroad. Tried to set up a travel notice earlier, but it appears that it didn't take."
"1055","RT @BofA_Help: @Cleeer___  Hi, what happened? Anything I can do to help? ^am"
"1056","@BofA_Help Contacting customers by mailing a new card in a week is not the same as notifying them immediately when the card is shut down."
"1057","RT @BofA_Help: @rainbowdipper Thank you for letting us know.  Let us know if you ever need answers to account related questions. ^dw"
"1058","@BofA_Help why did my ebanking change and plenty of my friends still have their ebanking account?"
"1059","@BofA_Help it's not opening ive tried reinstalling but it's still not opening"
"1060","@BofA_Help so did yall close down or what  why my card say first south?  <ed><U+00A0><U+00BD><ed><U+00B1><U+0080> i cant go to #bofa.  Thats some bs"
"1061","@BofA_Help yes, actually. Sorry guys. <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> I was stuck in traffic for awhile and was very angry. I still love you <U+2764><U+FE0F>"
"1062","@BofA_Help no it's still not working"
"1063","@BofA_Help Hi,as no calls received fy. Please let me know how to ask for my case ..any ref#? Without it will be difficult to speak. Thks"
"1064","@BofA_Help hello, i'm wonder how can I close my bank account?"
"1065","@BofA_Help can you DM me I got a few questions for you guys thanks."
"1066","@BofA_Help as i was just charged a random overdraft for something an agent lied about yeah im probably taking my banking else where"
"1067","@BofA_Help Referencing work request 1281-958262979 irate that this problem continues to go unresolved.  #poorcustomerservice"
"1068","@BofA_Help I need help."
"1069","@BofA_Help 
@ 
Hi!
I am on abroad travel right now. I signed up for Excess Express(DD) of my Univ. I haven't received a refund! Pls help!"
"1070","@BofA_Help need to use credit card internationally but didn't make Bank of America aware of travels, no phone to use. Help!"
"1071","@BofA_Help I don't see how u can HELP when u all r the one's whose lawyers r executing this action. Stuff n my house no value, except my fam"
"1072","@BofA_Help I have a credit on my credit card I would like back in my account emiliodelacruz7@gmail.com"
"1073","@BofA_Help Theres no need really for that, I was curious because its an apparent urban legend"
"1074","@BofA_Help Do you have email for contact?"
"1075","@BofA_Help I am fine thanks .The answers you gave me I already understood .  What I was looking for was a solution to the problem ."
"1076","@BofA_Help i called for a refund of the 12 fee. If i can't get on a similar acct I had before I don't think there is much to do"
"1077","@BofA_Help guess I am not an important customer at @asksuntrust"
"1078","@BofA_Help wow you all are fast. Much quicker than @asksuntrust  After more than 20 years you would think they would respond."
"1079","@BofA_Help thank you for your help!"
"1080","@BofA_Help no thanks. Boa keeps screwing up. I am outta there, one acct at a time."
"1081","Dear @BofA_Help @BofA_Community @BofA_Tips atms seem to know my email addy, could they learn my primary  language? Tired of reentering info."
"1082","@BofA_Help It's solved, but why do you have notifications for everything except when you cancel a card because of a payment processor hack?"
"1083","@BofA_Help I called, they were very helpful in letting me know that they can't help."
"1084","@BofA_Help @LisaShippelLaw 930 am tomorrow when I'm back in the office thanks a lot"
"1085","Is this a real BoA number? 8883694597 @BofA_Help"
"1086","@BofA_Help why change my account from ebanking to bofa core and not everyone else?"
"1087","@BofA_Help it's ok I got the solution"
"1088","@BofA_Help if I could get a new card asap even though I have no chance of getting to a store because of work hours, that would be great"
"1089","@BofA_Help still waiting....and waiting... #BankofAmerica #onhold #blackhole #terribleservice #terriblemusic"
"1090","@BofA_Community @BofA_Help I already pay $17 a month in my business account. I will not be doing business with you any longer"
"1091","@BofA_Community @BofA_Help ive had my checking account since i was an employee at Nationwide now you want to start charging $12 a month"
"1092","@BofA_Help I can't even withdraw from a fucking ATM"
"1093","@BofA_Help fuck your shitty ass debit cards that barely last even 6 months, 5th card in 2 years"
"1094","@BofA_Help fraud detected, credit card on hold, told to call BofA. Been on hold for almost 2 hours. anyone working tonight!?!?"
"1095","@BofA_Help credit card reconsideration phone number?"
"1096","@BofA_Help I got a new debit card and Im trying to activate it but yall put the wrong expiration date on it. It wont work online or phone"
"1097","@BofA_Help can't get a file opened in equator. Desperately need escalation assistance!!!"
"1098","@BofA_Help has great customer service! They try to make sure ur happy.  A company is only as strong as its employees http://t.co/RvouoJwgLW"
"1099","@BofA_Help hey thanks so much I just got wifi and jumped on the phone!! Thanks so much I really appreciate you guys caring for me like that"
"1100","@pennyis On your Home page Click the Person Icon in top right &amp; send New Message to @BofA_Help with your name/phone#. ^aa"
"1101","@BofA_Help ^th thanks for your help. Can u DM that phone # you found on that transaction again? I think i wrote it down wrong"
"1102","@BofA_Help Is it true that if you put in your pin backwards at an atm it alerts the cops?"
"1103","@BofA_Help I am following you and I am not able to select you in my messages"
"1104","@BofA_Help just sent a DM"
"1105","@BofA_Help  an associate inside the branch was able to show me my options...... Not real convient"
"1106","@kimyoogyeom We saw that you mentioned us. If you need help, let us know @BofA_Help. ^as"
"1107","@BofA_Help I don't know how to do that"
"1108","RT @BofA_Help: @rosie_tatiana Hi Rosie. Thank you for the feedback! We appreciate your support. ^ma"
"1109","@BofA_Help follow me. I need to dm you about a problem"
"1110","@BofA_Help why have you not gotten back to me. It's been 20+ minutes"
"1111","@BofA_Help I got it taken care of. Thx"
"1112",".@BofA_Help It really ought to be easier than that &amp; I feel the bank shld facilitate the P.O. Box addresses or ask for a clearer alternative"
"1113",".@BofA_Help I gave them the county, constituency and sub-location details, see: http://t.co/FY32gq3jUD"
"1114",".@BofA_Help Hi, in the end the bank asked me to give a description 4 the location of my residence. I did, I can't imagine it's that helpful"
"1115","@BofA_Help I was just on the phone with Carol and she's incredible! Give that girl a raise!! Or at least employee of the month. She's great!"
"1116","@BofA_Help okay thanke"
"1117","@BofA_Help Two days in a row now I called in response to an email from Bofa and waited over 10 minutes both days &amp; gave up. Good job Bofa."
"1118","@BofA_Help I called in an your associates are useless. 8 years of having an account you decide to start charging me $12/month &amp; not refund?"
"1119","@BofA_Help i couldn't call it because the orders weren't processed but i just checked and it was fixed"
"1120","@BofA_Help I'm done with u guys so irritating Ur guys way of biz"
"1121","RT @BofA_Help: @Briii_Neiiil I’m following up to see if we can be of assistance. Please let us know, we are here to help.  ^df"
"1122","@BofA_Help   follow back please, thanks :)"
"1123","Always thankful when my homeowners are given assistance by you guys...@BofA_Help @Ask_WellsFargo (^sp)"
"1124","@BofA_Help thanks. When I visit the app again, I will contact you if I still can't make it work."
"1125","@BofA_Help I got a little snippy with a customer service rep and just wanted to apologize for my rudeness, it wasn't his fault!"
"1126","@BofA_Help I've cancelled my card."
"1127","@BofA_Help Done - thx!"
"1128","@BofA_Help nah I fuckin hate yall <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>"
"1129","@BofA_Help ya good lookin out. Cashed my check and copped a jet"
"1130","RT @BofA_Help: @MikePin3r0  Was the link provided useful? Please let us know if you need additional assistance. Thank you. ^ah"
"1131",".@BofA_Help You can help me by fixing the way BofA handles CC customer service. $BAC"
"1132","@BofA_Help oh sorry BoA,  i sent that in error. It was meant for Delta. 
Thanks for your response."
"1133","@BofA_Help thank you again for your help. I will DM you about this."
"1134","@BofA_Help Hi Linda.  Just left you a VM.  Please call me again when you have a moment. Thanks"
"1135","RT @BofA_Help: @LaJessi____ Hi Jessy. We’re here to help; let me know what I can do to assist. ^ma"
"1136","@BofA_Help that's great to know but I'll take my service else where it shouldn't take me 3trips to #BankofAmerica to At least get a hello"
"1137","@BofA_Help I've unsubscribed to the overdraft protection numerous times and it still manages to reactivate itself somehow"
"1138","@BofA_Help can you call my office?  678-615-3349"
"1139","@BofA_Help well what is the point of charging me 5$ a month to have a ""savings"" account? That's ridiculous I have a student account.."
"1140","RT @ButterflyRachel: .@BofA_Help Gave up after 10 minutes #awful $BAC"
"1141","RT @ButterflyRachel: .@BofA_Help Your BofA CC customer service line messed up as ever: completely automated with no agent default option - …"
"1142","RT @ButterflyRachel: .@BofA_Help Gave up after 10 minutes #awful $BAC"
"1143","RT @ButterflyRachel: .@BofA_Help Your BofA CC customer service line messed up as ever: completely automated with no agent default option - …"
"1144","RT @ButterflyRachel: .@BofA_Help Gave up after 10 minutes #awful $BAC"
"1145","RT @ButterflyRachel: .@BofA_Help Your BofA CC customer service line messed up as ever: completely automated with no agent default option - …"
"1146","@BofA_help Transaction gone from account, phones are busy, can't go in or I'll get charged &amp; ""Starlette"" on chat can't read!! #frustrated"
"1147","@BofA_Help I've gotten a new request filed through chat support. Don't worry about it anymore. Original message deleted a while ago."
"1148",".@BofA_Help Gave up after 10 minutes #awful $BAC"
"1149",".@BofA_Help Your BofA CC customer service line messed up as ever: completely automated with no agent default option - no wait time offering."
"1150","@BofA_Help @rubyrocket1    Thank you for your responses. Is the ACH number visible on a cheque?"
"1151","@BofA_Help you could call me at +966505558879 my name is Ahmed Bazayd"
"1152","@BofA_Help no I was not able to have them refund the fees. I have a valid situation that fell on def ears."
"1153","@BofA_Help Thank you very much for the assistance it has been appreciated."
"1154","I'm at Bank of America - @bofa_help in Cocnord, CA https://t.co/UwG9O64zOG"
"1155","@BofA_Help aside from long hold everything worked out beautiful"
"1156","RT @KeepYourHomeCA: More than 200 #mortgage servicers participate in @KeepYourHomeCA , including @BofA_Help @WellsFargo @Chase @usbank http…"
"1157","RT @KeepYourHomeCA: More than 200 #mortgage servicers participate in @KeepYourHomeCA , including @BofA_Help @WellsFargo @Chase @usbank http…"
"1158","@BofA_Help I think the lack of tellers is really slacking. The one on one with people is important. You call me after 4..8034935271"
"1159","@BofA_Help thanks but no thanks. You've already inconvenienced my life for 3 weeks. You've done enough <ed><U+00A0><U+00BD><ed><U+00B8><U+0083>"
"1160","No I want 10k for the inconvenience RT @BofA_Help: @AndroidTriple07 Were you able to get the problem resolved? If not, I’d like to help. ^df"
"1161","@BofA_Help No. I was told there's nothing that can be done."
"1162","@BofA_Help Yes thank you. Nearly three weeks later it was finally taken care of."
"1163","@BofA_Help the branch is question is the ""Central Plaza Branch"" in Miami, FL 33126."
"1164","@BofA_Help not to be snarky, by you could start my answering my first question about 'extenuating circumstances'"
"1165","@BofA_Help hour on the phone with BofA w/escalation to a manager thanks to methods of posting transactions as ""processing""=Unnecessary fees"
"1166","Major props to Jennie and the @BofA_Help social team. She totally went above and beyond to keep my account safe &amp; secure today. Yay!"
"1167","@BofA_Help 
Your website has routing numbers  for all states. My cheque shows a different number to the one for my state. Which one to use?"
"1168","@BofA_Help i only have 7 minutes left before I have to put my phone on ""silent.""
Pls try me after 3pm CST"
"1169","@BofA_Help a feature was added to my account that I was unaware of &amp; now I'm overdrafted"
"1170","@annalunoe Bank of America @BofA_Help"
"1171","@BofA_Help and if i have my debit card BUT not my acc num., the teller wont take my money and instead told me to go to the ATM"
"1172","@BofA_Help  then what is really the point of a debit card after i fill out a deposit slip?"
"1173","@BofA_Help what is the point of the deposit slip if i have my debit card?"
"1174","@BofA_Help why do I have to pay to replace a damaged or lost card? That's ridiculous. I've been a customer 14 years n never been charged."
"1175","@BofA_Help call me"
"1176","@ElloJerkk Hi, Jaric. We saw that you mentioned us. If you need help, let us know @BofA_Help. ^av"
"1177","@BofA_Help I called and they said to open a new account but currently I am out of America for vacation and they charge me monthly."
"1178","@BofA_Help MY issue has been resolved. Thank you for your effort to help."
"1179","@BofA_Help call me ?"
"1180","@BofA_Help I'm new to BofA (new to HAD as well). So far I'm pleased. Thank you."
"1181","@BofA_Help I was on hold for quite a while, but your team took good care of me."
"1182","@BofA_Help apparently you can't help because your customer service representatives don't know how to do their jobs"
"1183","@BofA_Help you guys shut down my account in the middle of processing a check. What the fuck?! #Unsatisfied"
"1184","@BofA_Help can you explain why the account I've had since I was in high school is going to be changed and you're suddenly going to charge me"
"1185","@BofA_Help just email me. miss.alisha.le@gmail"
"1186","@BofA_Help I can't.. I'm out of the country."
"1187","RT @BofA_Help: @mimzydeldan I apologize for your experience, Alex. Please DM the location so I can share this information with our leadersh…"
"1188","@BofA_Help They've fobbed me off suggesting they can't tell me why I'm unable to do online shopping incase I turn out to be a fraudster."
"1189","@BofA_Help I've had the same transaction declined two weeks running and your fraud staff are just rude about it."
"1190","@BofA_Help $5 for a new debit card that was stolen??? But you'll send me several free credit cards? #Bankofamericafail #bankofamerica #shady"
"1191","Wth man! I been tryin to give @BofA_Help AMPLE time to correct their error without me saying anything but yet, NOTHING! Smh. #SameThingAGAIN"
"1192","@mattykinss94 If you have a BofA question or concern, let us know @BofA_Help. ^as"
"1193","@BofA_Help it's taken care of now thanks!"
"1194","@BofA_Help they have and thank you I was able to open a savings account yesterday"
"1195","@BofA_Help  Doing a mobile deposit &amp; saw a message ""..deposit limit for this account 8k"". Is that just mobile deposits or all deposits?"
"1196","@BofA_Help please follow so I can DM"
"1197","@BofA_Help Are you the UK branch? #MBNA are awful."
"1198","#Bankofamericafail
More incompetence even with a CFPB complaint outstanding.  Bana screws a couple in Hawaii since 2010...@BofA_Help Fail!"
"1199","Mod case not in review because didn't send in materials.  Except we did...to their lawyers too.  @BofA_help more of the  incompetence."
"1200","@BofA_Help I'm ok thank u"
"1201","And of course I’m waiting forever to close my account. One last “Fuck you” from @BofA_Help."
"1202","Finally closing my @BofA_Help account. Why would I pay for something I can get with @USAA for free? “Monthly maintenance” my ass."
"1203","RT @NatTowsen: @treysucks Don't DM @BofA_Help. They always reply with ""i swear to god if u switch banks i'll fuckin find you and break ur f…"
"1204","@BofA_Help I can't DM you if you don't follow me.  I've emailed abuse@bankofamerica.com already, have heard nothing"
"1205",".@BofA_Help It’s beyond your help."
"1206","@treysucks Don't DM @BofA_Help. They always reply with ""i swear to god if u switch banks i'll fuckin find you and break ur fucking kneecaps"""
"1207","@BofA_Help When will you support 2-factor authentication?"
"1208","RT @BofA_Help: @treysucks  Please DM your full name, zip and phone so we can give you a call to discuss your concerns. ^ls"
"1209","Fuck off . “@BofA_Help: L_Barb0sa  Hi, what happened? Anything I can do to help? ^am”"
"1210","@BofA_Help no this is the new meaning of customer service,  i got 3 calls... Everyone tried the best. Never knew the power of social media"
"1211","@BofA_Help Sorry, when at the ATM machine it tells you to type a certain code to so that you can receive updates of either bal/or history"
"1212","@BofA_Help Done. Thanks!"
"1213","@BofA_Help Please follow and DM"
"1214","@BofA_Help issue was resolved"
"1215","@BofA_Help I need help with my account ASAP"
"1216","@BofA_Help Not yet…we hung up after being on hold for close to 2 hours total…any suggestions on how to get through today?"
"1217","@BofA_Help Sheldon from your chat service need to be retrained! #badcustomerservice #willnotrecommend #Incompetent"
"1218","@BofA_Help  I wasn't able to get through. I sent a message about what happened through the site in hopes that someone will direct it to HR."
"1219","Disappointed with @BofA_Help again. My job doesn't offer direct deposit so you steal $12 from me a month. Tisk tisk"
"1220","@BofA_Help Thanks. I called the branch and got my answer!!!"
"1221","RT @angeli_0910: Thank you so much @BofA_Help for the help today!!!"
"1222","@BofA_Help I am waiting"
"1223","@gmontalto73 On your Home page Click the Person Icon in top right &amp; send New Message to @BofA_Help with name/zip/phone number. ^pf"
"1224","@BofA_Help I got my paper ID no picture on it and they won't let me cash my check. My ID card comes in 2-4 weeks but I need the money now<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>."
"1225","@BofA_Help I cannot afford of $103.00 overdraft fee in my account. It is unreal of the way things set up. Now I am dying looking @my account"
"1226","@BofA_Help I am grateful that you guys help me before now I am trying to do a claim and the worker only looking down on people"
"1227","@BofA_Help why is the customer service line hang the phone on people when they supposed to help ?"
"1228","@BofA_Help yeah you can not charge me $30 to stop an auto payment"
"1229","@BofA_Help all good thx"
"1230","@BofA_Help Please tell your CEO's to stop taking bonuses and remember where their money comes from."
"1231","@BofA_Help 
Yes I am pissed off At Bank of America policy. Let's do a refinance or modificAtion now"
"1232","@BofA_Help Dustin helped me set up a business card and expedited it for my upcoming trip free of charge. Much appreciated!!"
"1233","@BofA_Help I got the denied for postpone. Account manager is being so mean to cleint. No wonder why it was denied for postpone"
"1234","I need Bank of America to call me @BofA_Help"
"1235","“@BofA_Help: @jaguarspaww You're welcome! I'm glad you were able to resolve the issue. Enjoy your day! ^eb” you too! (:"
"1236","@BofA_Help Pls call me asap because BofA denied the postponed. Sale date is tomorrow"
"1237","@BofA_Help thanks for your help!"
"1238","Thanks Bank of America for prompt phone response to tweet. I hope to hear you change policy &amp; email when a card is compromised! @BofA_Help"
"1239","@BofA_Help I keep having to replace my debit card due to suspicious activity. It's a chore with auto debits."
"1240","@BofA_Help I went to a location today &amp; got it straightened out. Thanks for being attentive! <U+263A><U+FE0F>"
"1241","@BofA_Help Thank you"
"1242","@BofA_Help can I get my check card changed? I want a NY Giants one.  You used to be able to pick o. The website what kind of cc u wanted."
"1243","@BofA_Help not bout to discuss via Twitter.."
"1244","@BofA_Help you guys are stilll sending stuff to an address i haven't lived since the 90's.. wtf.. you get the right addy when sending a bill"
"1245","@BofA_Help hi! I fixed my problem. Thanks a bunch!"
"1246","@BofA_Help I have It fixed now.  Thank you"
"1247","@BofA_Help Someone signed up for a BofA account w/ my email address. I keep getting their alert emails. How can I stop getting these?"
"1248","@BofA_Help Why is there a withdraw fee w/ Santander in Mexico City now? I thought u were partners &amp; there weren't cash withdraw fees!"
"1249","@BofA_Help I have a question"
"1250","@BofA_Help Thankyou."
"1251","@BofA_Help Hi, thanks for the follow up, I was able to change it on my computer (couldn't see it on my phone.) have a good day!"
"1252","@BofA_Help    &gt;.&gt; no I already called you guys and got handed a pile of shit I don't need it tweeted at me also."
"1253","@BofA_Help Too late. Damage is done. Mortgage refi process horrible.Check your files for reason why. I'll never do business with BofA again!"
"1254","@BofA_Help Hi! Transactions overnight over drafted my acct racking up $140 in fees. I have funds in savings. How can I get those reversed?"
"1255","@BofA_Help I was and your rep was very pleasant. Thanks for the contact. <U+270C><U+FE0F>"
"1256","<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> RT @_Juicy_Drips: @BofA_Help yea tell them to unlock my account so I can get my 2150!!!"
"1257","@BofA_Help no. I'm waiting for a sign-up bonus. As a valued customer I need to be lured away from my financial institution"
"1258","@BofA_Help it's fine I'm heading down there to see you guys in person no worries"
"1259","RT @BofA_Help: @lilaaaye  What happened? Anything I can do to help? ^ls"
"1260","@BofA_Help I got someone who was extremely helpful when I called the helpline a second time. Have a great day! :-)"
"1261","@BofA_Help Waiting for a pending transaction on my credit card to either b successful or cancelled since Thursday. No help from ""contact us"""
"1262","@BofA_Help why can I login to my accounts?"
"1263","@BofA_Help thank you for the follow up.   I just got back to states.  I went back to the store and they made it right."
"1264","@BofA_Help you guys are so helpful. I got it straightened out. Thank-you"
"1265","@BofA_Help sorry for the late reply. I just haven't had time lately. Soon I will make a phone call."
"1266","@BofA_Help is there a limit for how much cash you can deposit in the ATM daily?"
"1267","@BofA_Help yep did that. Nothing in service near me (5miles) of downtown Wichita"
"1268","@BofA_Help no it's taken care of thank you"
"1269","@BofA_Help thank you, please call early in the morning. Cheers D"
"1270","@BofA_Help I did email that address you provided but they texted me to contact them"
"1271","RT @BofA_Help: @ashmurphy2199  Hi, Ashley. That’s great to hear! We appreciate your business! ^am"
"1272","@BofA_Help - why the hell do you need 12$ for a ""monthly maintenance fee"" @bankofamerica ??"
"1273","@BofA_Help how would I get that fixed? Also, it wouldn't let me use the card even though I have plenty of open credit for what I wanted."
"1274","@BofA_Help yea tell them to unlock my account so I can get my 2150!!!"
"1275","@BofA_Help hello, I'm leaving the country to go to Europe. Do I need to let B of A know? Thanks."
"1276","RT @BofA_Help: @ZacZimmDog  Hi, Zac. We’d like to keep you as a satisfied customer. Please let me know how I can assist you. ^am"
"1277","@BofA_Help you called me about fraud on my CC yesterday and I haven't been able to get through hold to talk to anyone with MULTIPLE attempts"
"1278","@Poonchi_ Hi, Po.  We saw that you mentioned us. If you need help, let us know @BofA_Help. ^av"
"1279","RT @BofA_Help: @SydneyBalch I'm glad you're enjoying the convenience of the mobile app. Thank you for being a valued customer! ^rh"
